MJD,Magnitude,Error,Facility,Filter,Observer
2510789.58029,20.2191,0.3787,SSO_KMTA02,KMT(I),KMT
2510789.5922999997,19.7492,0.1909,SSO_KMTA02,KMT(I),KMT
2510789.6285699997,19.5379,0.3423,SSO_KMTA02,KMT(I),KMT
2510789.64037,19.9949,0.511,SSO_KMTA02,KMT(I),KMT
2510789.6516999993,20.1127,0.3238,SSO_KMTA02,KMT(I),KMT
2510789.66337,19.7006,0.2774,SSO_KMTA02,KMT(I),KMT
2510789.68241,19.7904,0.1905,SSO_KMTA02,KMT(I),KMT
2510789.6939000003,20.3665,0.4328,SSO_KMTA02,KMT(I),KMT
2510789.7051999997,19.8465,0.1934,SSO_KMTA02,KMT(I),KMT
2510789.71674,19.8605,0.1811,SSO_KMTA02,KMT(I),KMT
2510789.7290000003,20.4904,0.5289,SSO_KMTA02,KMT(I),KMT
2510789.7485099994,19.6834,0.3151,SSO_KMTA02,KMT(I),KMT
2510789.76767,19.8617,0.2362,SSO_KMTA02,KMT(I),KMT
2510789.7791099995,19.9023,0.2675,SSO_KMTA02,KMT(I),KMT
2510789.7910900004,19.7065,0.2328,SSO_KMTA02,KMT(I),KMT
2510789.8030399997,20.4566,0.6767,SSO_KMTA02,KMT(I),KMT
2510789.8148500007,19.9967,0.2889,SSO_KMTA02,KMT(I),KMT
2510790.5658,20.2216,0.4084,SSO_KMTA02,KMT(I),KMT
2510790.5774099994,20.3533,0.7445,SSO_KMTA02,KMT(I),KMT
2510790.5892200004,17.0104,0.551,SSO_KMTA02,KMT(I),KMT
2510790.61704,20.3939,0.8213,SSO_KMTA02,KMT(I),KMT
2510790.6362500004,19.1944,0.2354,SSO_KMTA02,KMT(I),KMT
2510790.6484200004,19.9162,0.3368,SSO_KMTA02,KMT(I),KMT
2510790.6601400003,19.9948,0.4776,SSO_KMTA02,KMT(I),KMT
2510790.6719499994,19.2774,0.6715,SSO_KMTA02,KMT(I),KMT
2510790.6839300003,19.9856,0.2927,SSO_KMTA02,KMT(I),KMT
2510790.7031699996,20.915,0.8181,SSO_KMTA02,KMT(I),KMT
2510790.71512,16.4075,1.0397,SSO_KMTA02,KMT(I),KMT
2510793.55593,20.6552,0.5343,SSO_KMTA02,KMT(I),KMT
2510793.5677300002,19.7013,0.2077,SSO_KMTA02,KMT(I),KMT
2510793.58679,20.162,0.3606,SSO_KMTA02,KMT(I),KMT
2510793.59832,19.754,0.2111,SSO_KMTA02,KMT(I),KMT
2510793.61053,20.3155,0.2917,SSO_KMTA02,KMT(I),KMT
2510793.6222,19.7002,0.1779,SSO_KMTA02,KMT(I),KMT
2510793.6340200007,20.5399,0.4988,SSO_KMTA02,KMT(I),KMT
2510793.6532499995,20.2745,0.391,SSO_KMTA02,KMT(I),KMT
2510793.6649600007,19.6611,0.2205,SSO_KMTA02,KMT(I),KMT
2510793.67669,19.9452,0.1887,SSO_KMTA02,KMT(I),KMT
2510793.68839,20.7154,0.7338,SSO_KMTA02,KMT(I),KMT
2510793.7002099995,20.0928,0.2937,SSO_KMTA02,KMT(I),KMT
2510793.71952,19.7915,0.2119,SSO_KMTA02,KMT(I),KMT
2510793.73154,20.2728,0.2644,SSO_KMTA02,KMT(I),KMT
2510793.7437200006,19.8823,0.2737,SSO_KMTA02,KMT(I),KMT
2510793.75571,20.5337,0.4688,SSO_KMTA02,KMT(I),KMT
2510793.7675400004,20.0663,0.2866,SSO_KMTA02,KMT(I),KMT
2510793.7866699994,20.3304,0.4045,SSO_KMTA02,KMT(I),KMT
2510794.5606500003,20.7344,1.5859,SSO_KMTA02,KMT(I),KMT
2510794.57254,19.8955,0.3985,SSO_KMTA02,KMT(I),KMT
2510794.62656,20.51,0.8171,SSO_KMTA02,KMT(I),KMT
2510794.6500400007,20.2506,0.3782,SSO_KMTA02,KMT(I),KMT
2510794.6692900006,19.7624,0.2754,SSO_KMTA02,KMT(I),KMT
2510794.68334,20.1058,0.345,SSO_KMTA02,KMT(I),KMT
2510794.6953800004,20.342,0.4021,SSO_KMTA02,KMT(I),KMT
2510794.7145099994,19.9012,0.2866,SSO_KMTA02,KMT(I),KMT
2510794.7259800006,19.473,0.1694,SSO_KMTA02,KMT(I),KMT
2510794.73762,19.8183,0.3002,SSO_KMTA02,KMT(I),KMT
2510794.74892,19.828,0.3134,SSO_KMTA02,KMT(I),KMT
2510794.76045,19.921,0.257,SSO_KMTA02,KMT(I),KMT
2510794.77981,19.8004,0.2509,SSO_KMTA02,KMT(I),KMT
2510794.7918800004,20.0288,0.313,SSO_KMTA02,KMT(I),KMT
2510794.8043,19.8535,0.236,SSO_KMTA02,KMT(I),KMT
2510794.81604,19.7633,0.1626,SSO_KMTA02,KMT(I),KMT
2510794.8280100003,20.7113,1.788,SSO_KMTA02,KMT(I),KMT
2510796.5634400006,19.6267,0.1971,SSO_KMTA02,KMT(I),KMT
2510796.5832199994,20.0126,0.3341,SSO_KMTA02,KMT(I),KMT
2510796.59564,19.2714,0.1996,SSO_KMTA02,KMT(I),KMT
2510796.6076500006,18.8902,0.1239,SSO_KMTA02,KMT(I),KMT
2510796.61955,19.9531,0.37,SSO_KMTA02,KMT(I),KMT
2510796.63145,19.6319,0.2448,SSO_KMTA02,KMT(I),KMT
2510796.6506399997,19.7637,0.3649,SSO_KMTA02,KMT(I),KMT
2510796.66282,19.6811,0.2749,SSO_KMTA02,KMT(I),KMT
2510797.56554,19.3983,0.1916,SSO_KMTA02,KMT(I),KMT
2510797.57886,19.4264,0.2506,SSO_KMTA02,KMT(I),KMT
2510797.5928499997,19.35,0.1472,SSO_KMTA02,KMT(I),KMT
